Company Name,Designation,Founded Year,Total Employees,Industry,Latest Funding Amount,Annual Revenue,Company Linkedin Url,Growth Alert,Workday Status,No.of People in CX sheet,No.of phone number,Account Status
Atreya Innovations,Founder and CEO,2015,49,"health, wellness & fitness",Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Genie Bazaar,Founder,2016,27,facilities services,Not Known,1400000.0,http://www.linkedin.com/company/genie-bazaar,NO,No Match,0.0,0.0,Not Active
Shoppre.com,Founder & CEO,2017,39,import & export,Not Known,1900000.0,http://www.linkedin.com/company/shoppre.com,NO,No Match,0.0,0.0,Not Active
Nutristar,Co Founder & CTO,2019,37,"health, wellness & fitness",Not Known,1900000.0,http://www.linkedin.com/company/nutristar,NO,No Match,0.0,0.0,Not Active
Finequs,Founder & CEO,2019,47,financial services,Not Known,1900000.0,https://www.linkedin.com/company/finequs/,Not Defined,Not Known,0.0,0.0,Not Active
iSpark Learning Solutions,Co-founder & CEO,2020,30,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/ispark-learning-solutions,Not Defined,Not Known,0.0,0.0,Active
BodhiAI,Co-Founder,2017,36,e-learning,200000,1900000.0,https://www.linkedin.com/company/bodhiai,Not Defined,Not Known,0.0,0.0,Not Active
Almo Wear,Co-Founder & COO,2020,42,retail,2000000,1500000.0,https://www.linkedin.com/company/almowear/,Not Defined,Not Known,0.0,0.0,Active
Propero Consulting,Founder & CEO,2019,29,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/propero-in/,Not Defined,Not Known,0.0,0.0,Not Active
Yayskool,Co-Founder,2019,41,government administration,Not Known,1900000.0,https://www.linkedin.com/company/yayskool/,Not Defined,Not Known,0.0,0.0,Not Active
SkyServe,Founder & CEO,2020,26,aviation & aerospace,Not Known,1900000.0,https://www.linkedin.com/company/skyserve-ai,Not Defined,Not Known,0.0,0.0,Not Active
The Design Trip,Founder & Creative Director,2017,40,design,Not Known,1900000.0,http://www.linkedin.com/company/the-design-trip,NO,No Match,0.0,0.0,Not Active
Mush,Co-Founder,2018,29,design,Not Known,1900000.0,http://www.linkedin.com/company/mush-creative,NO,No Match,0.0,0.0,Not Active
ZappFresh,Founder & CEO,2015,27,food & beverages,4300000,35953000.0,http://www.linkedin.com/company/zappfresh,NO,No Match,0.0,0.0,Active
Campus 365,Co-Founder and CFO,2017,44,government administration,21500000,1900000.0,https://www.linkedin.com/company/campus365/,Not Defined,Not Known,0.0,0.0,Not Active
Apponward Technologies,Co-founder & CEO,2018,40,information technology & services,Not Known,4500000.0,http://www.linkedin.com/company/apponward-technologies,NO,No Match,0.0,0.0,Not Active
Doxper,CO-Founder & CEO,2015,50,hospital & health care,4000000,6500000.0,https://in.linkedin.com/company/doxper,Not Defined,Not Known,0.0,0.0,Not Active
Airveda,Co-Founder & Technical Director,2016,27,information technology & services,Not Known,1000000.0,http://www.linkedin.com/company/airveda,NO,No Match,0.0,0.0,Not Active
Edsom Fintech,Founder and CEO,2020,45,financial services,Not Known,1900000.0,https://www.linkedin.com/company/edsom-fintech-pvt-ltd,Not Defined,Not Known,0.0,0.0,Active
Impelox Tech,Co-Founder,2021,24,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/impelox-tech,Not Defined,Not Known,0.0,0.0,Not Active
MasterChow,Founder & Director,2020,47,food & beverages,1200000,1900000.0,https://www.linkedin.com/company/masterchow,Not Defined,Not Known,0.0,0.0,Not Active
Embifi,Co-founder and CEO,2022,28,financial services,Not Known,1900000.0,https://www.linkedin.com/company/embifi,Not Defined,Not Known,0.0,0.0,Active
Stoa,Co-Founder,2020,28,higher education,Not Known,1900000.0,https://www.linkedin.com/school/stoahq/,Not Defined,Not Known,0.0,0.0,Active
HarNeedi.com,Co-Founder,2009,43,hospital & health care,Not Known,35000000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Graphics Beyond,Co-Founder / CTO,2002,50,graphic design,Not Known,34834000.0,http://www.linkedin.com/company/graphics-beyond,NO,No Match,0.0,0.0,Not Active
TruNativ,Founder & CEO,2019,23,food & beverages,1191070,14000000.0,https://www.linkedin.com/company/trunativ-foods-beverages-pvt-ltd,Not Defined,Not Known,0.0,0.0,Not Active
TagMango,Co-founder,2019,43,government administration,Not Known,2700000.0,http://www.linkedin.com/company/tagmangoofficial,NO,No Match,0.0,0.0,Not Active
MageComp,CEO and Co-founder,2014,45,information technology & services,Not Known,1427000.0,http://www.linkedin.com/company/magecomp,NO,No Match,0.0,0.0,Not Active
Voyaah.com,Founder & CEO,2020,40,"leisure, travel & tourism",500000,1900000.0,https://www.linkedin.com/company/voyaah-holidays,Not Defined,Not Known,0.0,0.0,Active
Medyseva,Co-Founder,2021,21,hospital & health care,188586,1900000.0,https://www.linkedin.com/company/medyseva/,Not Defined,Not Known,0.0,0.0,Inactive
Petonic Infotech,"Co-Founder, Director Sales, Marketing and Public Relations",2020,23,management consulting,Not Known,1900000.0,https://www.linkedin.com/company/petonic-infotech/mycompany/?viewAsMember=true,Not Defined,Not Known,0.0,0.0,Active
Buzzify Media,Founder,2010,28,graphic design,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Newmi,Co-Founder & COO,2022,31,hospital & health care,Not Known,1900000.0,https://www.linkedin.com/company/newmi/,Not Defined,Not Known,0.0,0.0,Active
Aprecomm,Co-Founder & CEO,2016,45,telecommunications,Not Known,2400000.0,https://www.linkedin.com/company/aprecomm/,Not Defined,Not Known,0.0,0.0,Not Active
Drlogy,CEO & Founder,2019,33,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/drlogy,Not Defined,Not Known,0.0,0.0,Not Active
Lahagora,Co-Founder,2021,38,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Finsall Resources,Co-Founder & CEO,2018,34,financial services,1794870,9000000.0,https://www.linkedin.com/company/finsall,Not Defined,Not Known,0.0,0.0,Inactive
Doubtbox,Founder & CEO,2017,48,e-learning,Not Known,1000000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Agrix,Co-Founder & Director,2020,43,machinery,Not Known,1900000.0,https://www.linkedin.com/company/agrixagrotech/,Not Defined,Not Known,0.0,0.0,Active
Travel Buddy,Co-Founder & Growth Head,2020,42,internet,Not Known,1000000.0,https://www.linkedin.com/company/beatravelbuddy,Not Defined,Not Known,0.0,0.0,Not Active
Enprowess,Founder and CEO,2016,24,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Nxcar,Founder,2023,32,financial services,Not Known,1900000.0,https://www.linkedin.com/company/nxcar/,Not Defined,Not Known,0.0,0.0,Active
Atmosphere,CEO & Founder,2019,38,retail,Not Known,1900000.0,https://www.linkedin.com/company/atmosphere-official/,Not Defined,Not Known,0.0,0.0,Active
All Things Baby,Co-Founder,2018,49,retail,Not Known,1900000.0,https://www.linkedin.com/company/all-things-baby-llp/,Not Defined,Not Known,0.0,0.0,Active
Indrayani Biotech,Founder & CEO,1994,21,food & beverages,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Burgerama,Co-Founder,2018,46,food & beverages,668923,1900000.0,https://www.linkedin.com/company/burgerama/about/,Not Defined,Not Known,0.0,0.0,Active
Baaz,Cofounder & CEO,2020,43,retail,700000,1000000.0,https://www.linkedin.com/company/baazlive,Not Defined,Not Known,0.0,0.0,Active
Escreen,Founder and CEO,2013,24,financial services,Not Known,1900000.0,https://www.linkedin.com/company/paynetindia/,Not Defined,Not Known,0.0,0.0,Not Active
DigitalPaani,Solving global water problems as CEO,2020,33,environmental services,Not Known,1900000.0,https://www.linkedin.com/company/digitalpaani/,Not Defined,Not Known,0.0,0.0,Active
SARISKA,Co-Founder,2021,34,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/sariska,NO,No Match,0.0,0.0,Active
Webronic,"Co-founder, CEO",2020,21,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Kapable,Co-Founder & CEO,2019,46,professional training & coaching,Not Known,1900000.0,https://www.linkedin.com/company/kapable-club/,Not Defined,Not Known,0.0,0.0,Not Active
BDHM Consultants,Founder & Head Strategy,2021,31,design,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
Amwoodo Eco Products Pvt Ltd,Director & Co-Founder,2019,43,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/amwoodo,Not Defined,Not Known,0.0,0.0,Not Active
Kommunicate,Cofounder & CEO,2020,48,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/13623163/,Not Defined,Not Known,0.0,0.0,Active
PierSight Space,Chief Executive Officer & Co Founder,2023,23,aviation & aerospace,6000000,1000000.0,https://www.linkedin.com/company/piersight-space,Not Defined,Not Known,0.0,0.0,Inactive
The Turtle Story,Founder | Director,2017,21,design,Not Known,1900000.0,http://www.linkedin.com/company/the-turtle-story,NO,No Match,0.0,0.0,Not Active
GetSupp,Co-Founder,2022,28,"health, wellness & fitness",1100000,1900000.0,https://www.linkedin.com/company/getsupp/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Active
Invezza Technologies,Founder & CEO,2020,28,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/invezza-technologies,NO,No Match,0.0,0.0,Not Active
Humanifi Ai,"Co-Founder, Director of Business",2023,40,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/humanifi-ai,Not Defined,Not Known,0.0,0.0,Not Active
Fibonalabs,"CEO, Co-Founder",2018,33,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/fibonalabs,NO,No Match,0.0,0.0,Not Active
Wizi Technology Services Private Limited,Founder and CEO,2020,34,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Active
MomsKart,Founder & CEO,2021,27,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/momskart/,Not Defined,Not Known,0.0,0.0,Active
BabyCloud,CTO and Co-founder,2021,35,e-learning,Not Known,1900000.0,https://www.linkedin.com/company/adwaita-educare/,Not Defined,Not Known,0.0,0.0,Not Active
Cornext,Co Founder & Director,2015,37,farming,2200000,3800000.0,https://www.linkedin.com/company/cornext,Not Defined,Not Known,0.0,0.0,Not Active
Letmegrab,Founder & CEO,2015,24,internet,Not Known,1900000.0,Not Created,NO,No Match,0.0,0.0,Not Active
Timeless,Co Founder,2014,30,design,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
OXO Solutions,Founder and CEO,2008,37,information technology & services,Not Known,4182000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Kompanions,Co-Founder & CPO - KOMPANIONS,2014,44,information technology & services,Not Known,8800000.0,https://linkedin.com/company/kompanions,Not Defined,Not Known,0.0,0.0,Not Active
Cybersapient Technologies,Founder and CEO,2022,32,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Flitpay,Founder and CEO,2017,29,financial services,Not Known,1900000.0,Not Created,NO,No Match,0.0,0.0,Not Active
Red Basil Technologies,Founder & COO,2021,24,food & beverages,Not Known,1000000.0,http://www.linkedin.com/company/redbasil,Not Defined,Not Known,0.0,0.0,Active
Sisir Radar,Co-Founder,2022,25,defense & space,Not Known,1900000.0,https://www.linkedin.com/company/sisir-radar,Not Defined,Not Known,0.0,0.0,Active
Revnomix Solutions,Founder Director,2015,43,hospitality,Not Known,1900000.0,http://www.linkedin.com/company/revnomix-soultions,NO,No Match,0.0,0.0,Not Active
TruEquations,Co-Founder,2020,32,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/truequations,NO,No Match,0.0,0.0,Active
PYOR,Co-founder PYOR,2022,31,information technology & services,4000000,1200000.0,https://www.linkedin.com/company/pyorxyz/,Not Defined,Not Known,0.0,0.0,Active
Truliv,Co-Founder,2019,24,real estate,1500000,1900000.0,https://www.linkedin.com/company/trulivcoliving/,Not Defined,Not Known,0.0,0.0,Active
AppsComp Widgets,Founder & Chief Executive Officer,2016,50,information technology & services,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Cosmix,Founder,2019,27,"health, wellness & fitness",Not Known,1900000.0,https://www.linkedin.com/company/cosmixwellness,Not Defined,Not Known,0.0,0.0,Active
Infominez,Founder & CEO,2020,25,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/infominez,NO,No Match,0.0,0.0,Active
GaragePlug,Co-Founder & CEO,2017,42,information technology & services,Not Known,2800000.0,http://www.linkedin.com/company/garageplug,NO,No Match,0.0,0.0,Not Active
Impact,Co Founder,2016,41,"health, wellness & fitness",600000,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Wow Labz,Associate Founder,2011,49,information technology & services,Not Known,3000000.0,http://www.linkedin.com/company/wow-labz,NO,No Match,0.0,0.0,Not Active
Let's Try,Co-Founder & Managing Director,2021,32,food & beverages,Not Known,5992000.0,https://www.linkedin.com/company/earth-crust/,Not Defined,Not Known,0.0,0.0,Inactive
Furnishka,Founder,2023,29,furniture,Not Known,1900000.0,https://www.linkedin.com/company/furnishka/?originalSubdomain=in,Not Defined,Not Known,0.0,0.0,Not Active
Finsol Technologies,Founder and CEO,2016,33,financial services,Not Known,1900000.0,http://www.linkedin.com/company/finsol-technologies,NO,No Match,0.0,0.0,Not Active
MintWorxs,Co-Founder & Head of Engineering,2020,21,information technology & services,Not Known,1900000.0,https://www.linkedin.com/company/mintworxs,Not Defined,Not Known,0.0,0.0,Active
Translytics,Co-Founder,2021,21,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/translyticsio,NO,No Match,0.0,0.0,Active
Areete Business Solutions,Founder Director,2021,41,industrial automation,Not Known,1900000.0,https://www.linkedin.com/company/areete-business-solutions/,Not Defined,Not Known,0.0,0.0,Active
AtlantiserÂ®,Founder,2016,21,management consulting,Not Known,1900000.0,http://www.linkedin.com/company/atlantiser,NO,No Match,0.0,0.0,Not Active
Getsetyo,Founder,2022,31,"leisure, travel & tourism",Not Known,1900000.0,https://www.linkedin.com/company/getsetyo/,Not Defined,Not Known,0.0,0.0,Inactive
Boxs,Co-Founder,2022,23,furniture,1600000,1900000.0,https://www.linkedin.com/company/boxsin,Not Defined,Not Known,0.0,0.0,Active
LetsShave.com,Founder and CEO,2015,39,"health, wellness & fitness",Not Known,3042000.0,http://www.linkedin.com/company/letsshave,Not Defined,Not Known,0.0,0.0,Inactive
Tilfi Banaras,Co-Founder & CEO,2020,23,luxury goods & jewelry,Not Known,1900000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
vidyo.ai,Co-Founder and CTO,2022,37,information technology & services,1100000,1900000.0,https://www.linkedin.com/company/vidyo-ai,Not Defined,Not Known,0.0,0.0,Active
Zonka Feedback,Co-Founder & Product Director,2014,46,"health, wellness & fitness",Not Known,1000000.0,https://www.linkedin.com/company/zonka-feedback,Not Defined,Not Known,0.0,0.0,Not Active
Uma Ornaments,Founder/Director,2003,30,luxury goods & jewelry,Not Known,1900000.0,http://www.linkedin.com/company/umaornaments,NO,No Match,0.0,0.0,Not Active
Bizhawkz,Founder and CEO,2012,37,information technology & services,Not Known,384000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
DocPlix,Co-Founder and Chief Technology Officer,2021,40,"health, wellness & fitness",143831,124000.0,https://www.linkedin.com/company/docplix/,Not Defined,Not Known,0.0,0.0,Not Active
Kilofarms,Co-founder and CEO,2020,26,farming,Not Known,1900000.0,https://www.linkedin.com/company/kilofarms/,Not Defined,Not Known,0.0,0.0,Active
Ladies Who Lead,Founder,2021,34,civic & social organization,Not Known,1900000.0,https://www.linkedin.com/company/ladieswholead,Not Defined,Not Known,0.0,0.0,Active
Workafy,Founder,2017,46,design,Not Known,1900000.0,http://www.linkedin.com/company/workafy,NO,No Match,0.0,0.0,Not Active
OpeninApp,Founder,2021,29,computer software,Not Known,1900000.0,https://www.linkedin.com/company/openinapp,Not Defined,Not Known,0.0,0.0,Not Active
Radiant Web Technology,Founder & CEO,2008,22,information technology & services,Not Known,25579000.0,Not Created,Not Defined,Not Known,0.0,0.0,Not Active
Sheru,Co-Founder and CTO,2019,48,environmental services,Not Known,1200000.0,https://www.linkedin.com/company/sheru/,Not Defined,Not Known,0.0,0.0,Not Active
Maalexi,CTO & Co-founder,2021,11-50,Agriculture and Farming,3000000,1900000.0,https://www.linkedin.com/company/maalexi,Not Defined,Not Known,0.0,0.0,Not Active
NovusCode,Tech co-founder,2020,38,information technology & services,Not Known,1900000.0,http://www.linkedin.com/company/novuscode,NO,No Match,0.0,0.0,Not Active
Studio Sirah,Co-Founder,2020,28,computer games,2600000,1800000.0,https://www.linkedin.com/company/studio-sirah/about/,Not Defined,Not Known,0.0,0.0,Active
